GENESIS-Tabelle: 61511-111r
Bauland: Gemeinden, Veräußerungsfälle, veräußerte Fläche,;;;;;;;;;;;;;;;;;
Kaufpreis, durchschnittliche Kaufwerte (EUR/qm),;;;;;;;;;;;;;;;;;
Baulandarten, Jahr (ab 2010);;;;;;;;;;;;;;;;;
Statistik der Kaufwerte für Bauland;;;;;;;;;;;;;;;;;
2017;;;;;;;;;;;;;;;;;
;;Veräußerungsfälle;;Veräußerungsfälle;;Veräußerte Fläche;;Veräußerte Fläche;;Verkaufspreis;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;
;;Anzahl;;Anzahl;;1000 qm;;1000 qm;;Tsd. EUR;;Tsd. EUR;;EUR/qm;;EUR/qm;
094;  Oberfranken;2153;e;1637;e;3687;e;1616;e;181229;e;133338;e;49,15;e;82,49;e
09461;    Bamberg (Krfr.St);34;e;27;e;47;e;27;e;11323;e;8674;e;239,76;e;317,90;e
09462;    Bayreuth (Krfr.St);38;e;33;e;92;e;32;e;10816;e;4488;e;117,20;e;141,71;e
09463;    Coburg (Krfr.St);64;e;61;e;82;e;78;e;10735;e;10121;e;131,07;e;130,28;e
09464;    Hof (Krfr.St);33;e;28;e;49;e;35;e;2310;e;1967;e;46,67;e;56,92;e
09471;    Bamberg (Lkr);433;e;347;e;606;e;312;e;41227;e;31231;e;68,07;e;100,24;e
09471111;      Altendorf;5;e;4;e;3;e;3;e;470;e;.;.;149,01;e;.;.
09471115;      Baunach, St;6;e;6;e;4;e;4;e;552;e;552;e;127,89;e;127,89;e
09471117;      Bischberg;7;e;7;e;6;e;6;e;727;e;727;e;130,90;e;130,90;e
09471119;      Breitengüßbach;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09471120;      Burgebrach, M;16;e;15;e;20;e;13;e;1443;e;.;.;72,11;e;.;.
09471122;      Burgwindheim, M;3;e;2;e;6;e;1;e;219;e;.;.;35,00;e;.;.
09471123;      Buttenheim, M;6;e;3;e;15;e;2;e;1058;e;372;e;69,95;e;176,05;e
09471128;      Ebrach, M;4;e;3;e;8;e;3;e;102;e;.;.;12,42;e;.;.
09471131;      Frensdorf;28;e;21;e;15;e;13;e;1703;e;1685;e;113,72;e;131,83;e
09471133;      Gerach;4;e;4;e;5;e;5;e;159;e;159;e;33,32;e;33,32;e
09471137;      Gundelsheim;22;e;22;e;41;e;41;e;2550;e;2550;e;62,10;e;62,10;e
09471140;      Hallstadt, St;19;e;15;e;27;e;18;e;4997;e;4083;e;186,08;e;232,04;e
09471142;      Heiligenstadt i.OFr., M;12;e;5;e;13;e;9;e;324;e;318;e;24,66;e;34,22;e
09471145;      Hirschaid, M;24;e;20;e;26;e;13;e;2486;e;1621;e;97,28;e;121,31;e
09471150;      Kemmern;5;e;2;e;10;e;1;e;362;e;.;.;37,74;e;.;.
09471151;      Königsfeld;3;e;1;e;1;e;1;e;27;e;.;.;21,16;e;.;.
09471152;      Lauter;7;e;7;e;5;e;5;e;320;e;320;e;60,05;e;60,05;e
09471154;      Lisberg;3;e;3;e;3;e;3;e;169;e;169;e;60,94;e;60,94;e
09471155;      Litzendorf;7;e;6;e;5;e;4;e;565;e;.;.;111,30;e;.;.
09471159;      Memmelsdorf;29;e;26;e;24;e;18;e;2995;e;2921;e;123,40;e;164,09;e
09471165;      Oberhaid;35;e;34;e;25;e;20;e;2896;e;.;.;114,72;e;.;.
09471169;      Pettstadt;7;e;6;e;6;e;4;e;558;e;.;.;100,62;e;.;.
09471172;      Pommersfelden;30;e;22;e;19;e;15;e;1357;e;1339;e;69,69;e;87,12;e
09471173;      Priesendorf;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09471174;      Rattelsdorf, M;10;e;7;e;14;e;13;e;536;e;522;e;37,67;e;39,09;e
09471175;      Reckendorf;14;e;12;e;12;e;9;e;545;e;.;.;45,77;e;.;.
09471185;      Scheßlitz, St;20;e;13;e;61;e;10;e;3718;e;1034;e;61,26;e;106,96;e
09471186;      Schönbrunn i.Steigerwald;8;e;8;e;16;e;16;e;652;e;652;e;41,11;e;41,11;e
09471189;      Stadelhofen;3;e;2;e;3;e;2;e;78;e;.;.;29,32;e;.;.
09471191;      Stegaurach;21;e;19;e;23;e;19;e;2540;e;.;.;108,92;e;.;.
09471195;      Strullendorf;14;e;11;e;63;e;10;e;4598;e;1432;e;72,83;e;139,56;e
09471207;      Viereth-Trunstadt;5;e;5;e;4;e;4;e;487;e;487;e;116,24;e;116,24;e
09471208;      Walsdorf;3;e;3;e;2;e;2;e;153;e;153;e;62,88;e;62,88;e
09471209;      Wattendorf;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09471214;      Zapfendorf, M;13;e;8;e;22;e;6;e;583;e;505;e;26,61;e;79,04;e
09471220;      Schlüsselfeld, St;35;e;20;e;93;e;13;e;840;e;670;e;8,99;e;51,78;e
09471444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09472;    Bayreuth (Lkr);310;e;214;e;604;e;226;e;18389;e;14918;e;30,43;e;65,92;e
09472111;      Ahorntal;9;e;8;e;6;e;6;e;192;e;.;.;31,36;e;.;.
09472115;      Aufseß;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09472116;      Bad Berneck i.Fichtelgebirge, St;6;e;4;e;9;e;8;e;236;e;.;.;25,51;e;.;.
09472118;      Betzenstein, St;9;e;4;e;10;e;5;e;265;e;253;e;27,50;e;46,28;e
09472119;      Bindlach;28;e;23;e;53;e;21;e;2866;e;2122;e;53,82;e;98,98;e
09472121;      Bischofsgrün;5;e;1;e;6;e;1;e;84;e;.;.;13,46;e;.;.
09472127;      Creußen, St;11;e;7;e;17;e;7;e;616;e;421;e;36,13;e;60,05;e
09472131;      Eckersdorf;16;e;9;e;23;e;9;e;493;e;450;e;21,38;e;52,48;e
09472133;      Emtmannsberg;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09472138;      Fichtelberg;4;e;2;e;5;e;3;e;50;e;.;.;11,00;e;.;.
09472139;      Gefrees, St;7;e;5;e;13;e;8;e;217;e;.;.;16,44;e;.;.
09472140;      Gesees;1;e;-;-;0;e;-;-;.;.;-;-;.;.;-;-
09472141;      Glashütten;7;e;7;e;6;e;6;e;356;e;356;e;63,31;e;63,31;e
09472143;      Goldkronach, St;5;e;4;e;8;e;3;e;178;e;.;.;22,45;e;.;.
09472146;      Haag;6;e;5;e;34;e;4;e;341;e;.;.;10,15;e;.;.
09472150;      Heinersreuth;31;e;23;e;37;e;34;e;3680;e;3598;e;98,56;e;107,22;e
09472154;      Hollfeld, St;15;e;8;e;77;e;6;e;1689;e;251;e;21,98;e;38,80;e
09472155;      Hummeltal;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09472156;      Kirchenpingarten;4;e;4;e;8;e;8;e;208;e;208;e;24,87;e;24,87;e
09472164;      Mehlmeisel;6;e;6;e;7;e;7;e;143;e;143;e;21,84;e;21,84;e
09472166;      Mistelbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09472167;      Mistelgau;32;e;26;e;32;e;24;e;1811;e;1793;e;57,45;e;75,38;e
09472175;      Pegnitz, St;24;e;20;e;23;e;20;e;1985;e;1913;e;84,83;e;96,76;e
09472176;      Plankenfels;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09472177;      Plech, M;3;e;3;e;3;e;3;e;139;e;139;e;50,74;e;50,74;e
09472179;      Pottenstein, St;14;e;11;e;15;e;10;e;437;e;331;e;29,77;e;31,65;e
09472180;      Prebitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09472184;      Schnabelwaid, M;1;e;1;e;3;e;3;e;.;.;.;.;.;.;.;.
09472188;      Seybothenreuth;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09472190;      Speichersdorf;20;e;14;e;53;e;15;e;826;e;714;e;15,68;e;46,55;e
09472197;      Waischenfeld, St;11;e;4;e;18;e;3;e;149;e;106;e;8,33;e;34,93;e
09472198;      Warmensteinach;1;e;-;-;88;e;-;-;.;.;-;-;.;.;-;-
09472199;      Weidenberg, M;25;e;6;e;44;e;5;e;636;e;439;e;14,51;e;83,59;e
09472444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09473;    Coburg (Lkr);228;e;185;e;314;e;194;e;12220;e;9481;e;38,88;e;48,83;e
09473112;      Ahorn;3;e;3;e;2;e;2;e;99;e;99;e;58,77;e;58,77;e
09473120;      Dörfles-Esbach;1;e;1;e;5;e;5;e;.;.;.;.;.;.;.;.
09473121;      Ebersdorf b.Coburg;25;e;19;e;26;e;16;e;1367;e;1003;e;52,46;e;63,08;e
09473132;      Großheirath;7;e;5;e;4;e;3;e;193;e;.;.;48,44;e;.;.
09473134;      Grub a.Forst;5;e;3;e;26;e;3;e;.;.;.;.;.;.;.;.
09473138;      Itzgrund;15;e;15;e;14;e;14;e;415;e;415;e;28,67;e;28,67;e
09473141;      Lautertal;25;e;24;e;45;e;43;e;2018;e;.;.;45,01;e;.;.
09473144;      Meeder;14;e;9;e;20;e;7;e;657;e;354;e;32,44;e;47,69;e
09473151;      Neustadt b.Coburg, GKSt;22;e;19;e;39;e;17;e;1160;e;658;e;29,97;e;39,00;e
09473153;      Niederfüllbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09473158;      Bad Rodach, St;23;e;11;e;26;e;14;e;607;e;527;e;23,24;e;38,00;e
09473159;      Rödental, St;23;e;20;e;33;e;25;e;1951;e;1023;e;58,43;e;40,27;e
09473165;      Seßlach, St;9;e;5;e;18;e;4;e;277;e;228;e;15,38;e;56,15;e
09473166;      Sonnefeld;12;e;9;e;14;e;7;e;494;e;351;e;35,30;e;51,35;e
09473170;      Untersiemau;18;e;17;e;19;e;15;e;906;e;.;.;48,03;e;.;.
09473174;      Weidhausen b.Coburg;8;e;8;e;7;e;7;e;341;e;341;e;52,02;e;52,02;e
09473175;      Weitramsdorf;18;e;17;e;17;e;12;e;1128;e;.;.;67,58;e;.;.
09473444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09474;    Forchheim (Lkr);240;e;206;e;235;e;167;e;30428;e;27375;e;129,58;e;164,34;e
09474119;      Dormitz;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09474121;      Ebermannstadt, St;15;e;15;e;11;e;11;e;1701;e;1701;e;148,08;e;148,08;e
09474122;      Effeltrich;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09474123;      Eggolsheim, M;17;e;11;e;17;e;8;e;1501;e;993;e;87,46;e;124,24;e
09474124;      Egloffstein, M;14;e;9;e;10;e;7;e;626;e;597;e;61,59;e;83,31;e
09474126;      Forchheim, GKSt;25;e;20;e;23;e;14;e;5621;e;4603;e;246,90;e;338,92;e
09474129;      Gößweinstein, M;4;e;4;e;4;e;4;e;229;e;229;e;54,52;e;54,52;e
09474132;      Gräfenberg, St;31;e;29;e;28;e;22;e;2628;e;.;.;92,54;e;.;.
09474133;      Hallerndorf;13;e;11;e;18;e;6;e;1165;e;.;.;64,22;e;.;.
09474134;      Hausen;15;e;14;e;16;e;15;e;3993;e;.;.;254,98;e;.;.
09474135;      Heroldsbach;15;e;15;e;9;e;9;e;2701;e;2701;e;300,59;e;300,59;e
09474137;      Hetzles;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09474138;      Hiltpoltstein, M;11;e;11;e;8;e;8;e;599;e;599;e;70,83;e;70,83;e
09474140;      Igensdorf, M;5;e;5;e;4;e;4;e;664;e;664;e;153,48;e;153,48;e
09474143;      Kirchehrenbach;4;e;3;e;4;e;3;e;587;e;.;.;161,34;e;.;.
09474144;      Kleinsendelbach;4;e;3;e;3;e;2;e;453;e;.;.;167,82;e;.;.
09474145;      Kunreuth;5;e;5;e;3;e;3;e;387;e;387;e;126,32;e;126,32;e
09474146;      Langensendelbach;3;e;3;e;1;e;1;e;641;e;641;e;446,36;e;446,36;e
09474147;      Leutenbach;5;e;3;e;13;e;4;e;233;e;.;.;18,34;e;.;.
09474154;      Neunkirchen a.Brand, M;5;e;3;e;14;e;8;e;2358;e;.;.;170,27;e;.;.
09474156;      Obertrubach;8;e;8;e;7;e;7;e;334;e;334;e;45,85;e;45,85;e
09474158;      Pinzberg;4;e;3;e;9;e;3;e;331;e;.;.;36,31;e;.;.
09474160;      Poxdorf;2;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09474161;      Pretzfeld, M;4;e;2;e;4;e;1;e;309;e;.;.;72,58;e;.;.
09474168;      Unterleinleiter;1;e;1;e;2;e;2;e;.;.;.;.;.;.;.;.
09474171;      Weilersbach;6;e;6;e;8;e;8;e;848;e;848;e;105,21;e;105,21;e
09474173;      Weißenohe;10;e;9;e;5;e;5;e;602;e;.;.;117,97;e;.;.
09474175;      Wiesenthau;5;e;5;e;4;e;4;e;741;e;741;e;210,69;e;210,69;e
09474176;      Wiesenttal, M;4;e;2;e;4;e;2;e;62;e;.;.;17,06;e;.;.
09475;    Hof (Lkr);200;e;144;e;453;e;165;e;7836;e;5144;e;17,29;e;31,13;e
09475112;      Bad Steben, M;11;e;11;e;13;e;13;e;510;e;510;e;38,82;e;38,82;e
09475113;      Berg;3;e;2;e;25;e;2;e;210;e;.;.;8,52;e;.;.
09475120;      Döhlau;14;e;14;e;19;e;19;e;658;e;658;e;33,87;e;33,87;e
09475123;      Feilitzsch;6;e;4;e;18;e;3;e;410;e;.;.;23,20;e;.;.
09475127;      Gattendorf;9;e;-;-;141;e;-;-;1082;e;-;-;7,68;e;-;-
09475128;      Geroldsgrün;7;e;5;e;9;e;5;e;82;e;.;.;9,00;e;.;.
09475136;      Helmbrechts, St;10;e;5;e;23;e;6;e;379;e;177;e;16,60;e;31,44;e
09475137;      Issigau;4;e;4;e;3;e;3;e;60;e;60;e;18,15;e;18,15;e
09475141;      Köditz;4;e;4;e;3;e;3;e;135;e;135;e;41,42;e;41,42;e
09475142;      Konradsreuth;7;e;6;e;4;e;4;e;301;e;.;.;66,94;e;.;.
09475145;      Leupoldsgrün;5;e;1;e;3;e;1;e;35;e;.;.;12,32;e;.;.
09475146;      Lichtenberg, St;5;e;5;e;7;e;7;e;101;e;101;e;13,91;e;13,91;e
09475154;      Münchberg, St;24;e;13;e;26;e;10;e;502;e;362;e;19,22;e;35,62;e
09475156;      Naila, St;7;e;6;e;6;e;4;e;267;e;.;.;46,57;e;.;.
09475158;      Oberkotzau, M;9;e;9;e;20;e;20;e;665;e;665;e;33,93;e;33,93;e
09475161;      Regnitzlosau;7;e;5;e;4;e;3;e;103;e;.;.;25,77;e;.;.
09475162;      Rehau, St;22;e;16;e;40;e;25;e;1059;e;716;e;26,82;e;28,43;e
09475165;      Schauenstein, St;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09475168;      Schwarzenbach a.d.Saale, St;8;e;6;e;24;e;11;e;215;e;.;.;9,09;e;.;.
09475169;      Schwarzenbach a.Wald, St;9;e;8;e;19;e;11;e;185;e;.;.;9,83;e;.;.
09475171;      Selbitz, St;8;e;6;e;22;e;3;e;387;e;.;.;17,32;e;.;.
09475174;      Sparneck, M;6;e;2;e;6;e;2;e;84;e;.;.;14,91;e;.;.
09475175;      Stammbach, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09475181;      Töpen;5;e;5;e;5;e;5;e;186;e;186;e;40,79;e;40,79;e
09475182;      Trogen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09475184;      Weißdorf;3;e;3;e;2;e;2;e;69;e;69;e;32,67;e;32,67;e
09475189;      Zell im Fichtelgebirge, M;3;e;-;-;10;e;-;-;21;e;-;-;2,19;e;-;-
09475444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09476;    Kronach (Lkr);123;e;88;e;139;e;84;e;4132;e;3200;e;29,73;e;38,03;e
09476145;      Kronach, St;27;e;16;e;30;e;17;e;1633;e;1070;e;53,60;e;62,76;e
09476146;      Küps, M;24;e;23;e;25;e;25;e;924;e;.;.;37,00;e;.;.
09476152;      Ludwigsstadt, St;3;e;3;e;2;e;2;e;28;e;28;e;13,38;e;13,38;e
09476154;      Mitwitz, M;3;e;3;e;2;e;2;e;68;e;68;e;38,92;e;38,92;e
09476159;      Nordhalben, M;1;e;-;-;1;e;-;-;.;.;-;-;.;.;-;-
09476164;      Pressig, M;8;e;6;e;7;e;6;e;194;e;.;.;27,77;e;.;.
09476166;      Reichenbach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09476171;      Schneckenlohe;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09476175;      Steinbach a.Wald;9;e;9;e;6;e;6;e;141;e;141;e;23,66;e;23,66;e
09476177;      Steinwiesen, M;2;e;2;e;4;e;4;e;.;.;.;.;.;.;.;.
09476178;      Stockheim;6;e;6;e;6;e;6;e;210;e;210;e;35,03;e;35,03;e
09476179;      Tettau, M;5;e;2;e;7;e;2;e;168;e;.;.;22,65;e;.;.
09476180;      Teuschnitz, St;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09476182;      Tschirn;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09476183;      Marktrodach, M;18;e;8;e;37;e;7;e;525;e;327;e;14,35;e;48,56;e
09476184;      Wallenfels, St;4;e;1;e;1;e;0;e;20;e;.;.;25,31;e;.;.
09476185;      Weißenbrunn;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09476189;      Wilhelmsthal;8;e;4;e;6;e;4;e;128;e;121;e;19,90;e;32,75;e
09476444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09477;    Kulmbach (Lkr);164;e;113;e;414;e;111;e;9721;e;5744;e;23,46;e;51,95;e
09477117;      Grafengehaig, M;3;e;3;e;0;e;0;e;2;e;2;e;5,92;e;5,92;e
09477118;      Guttenberg;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09477119;      Harsdorf;1;e;1;e;2;e;2;e;.;.;.;.;.;.;.;.
09477121;      Himmelkron;8;e;3;e;17;e;3;e;589;e;173;e;34,68;e;64,06;e
09477124;      Kasendorf, M;7;e;6;e;19;e;16;e;401;e;.;.;21,46;e;.;.
09477127;      Ködnitz;4;e;2;e;47;e;1;e;208;e;.;.;4,43;e;.;.
09477128;      Kulmbach, GKSt;42;e;31;e;75;e;26;e;4008;e;2152;e;53,66;e;83,04;e
09477129;      Kupferberg, St;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09477135;      Ludwigschorgast, M;3;e;1;e;12;e;1;e;80;e;.;.;6,92;e;.;.
09477136;      Mainleus, M;17;e;9;e;27;e;6;e;944;e;362;e;35,16;e;64,24;e
09477138;      Marktleugast, M;3;e;3;e;1;e;1;e;48;e;48;e;34,72;e;34,72;e
09477139;      Marktschorgast, M;4;e;4;e;5;e;5;e;122;e;122;e;26,70;e;26,70;e
09477142;      Neudrossenfeld;11;e;6;e;20;e;4;e;440;e;256;e;22,25;e;63,38;e
09477143;      Neuenmarkt;7;e;7;e;7;e;7;e;238;e;238;e;35,60;e;35,60;e
09477148;      Presseck, M;4;e;4;e;4;e;4;e;41;e;41;e;11,21;e;11,21;e
09477151;      Rugendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09477156;      Stadtsteinach, St;14;e;8;e;49;e;6;e;366;e;222;e;7,42;e;35,87;e
09477157;      Thurnau, M;11;e;9;e;21;e;13;e;986;e;.;.;47,26;e;.;.
09477158;      Trebgast;3;e;3;e;4;e;4;e;125;e;125;e;35,39;e;35,39;e
09477159;      Untersteinach;12;e;4;e;96;e;3;e;624;e;179;e;6,48;e;58,20;e
09477163;      Wirsberg, M;6;e;5;e;4;e;4;e;226;e;.;.;50,58;e;.;.
09477164;      Wonsees, M;2;e;2;e;4;e;4;e;.;.;.;.;.;.;.;.
09478;    Lichtenfels (Lkr);161;e;105;e;479;e;102;e;18046;e;7951;e;37,70;e;77,85;e
09478111;      Altenkunstadt;10;e;10;e;8;e;8;e;283;e;283;e;33,48;e;33,48;e
09478116;      Burgkunstadt, St;7;e;5;e;13;e;5;e;429;e;.;.;34,11;e;.;.
09478120;      Ebensfeld, M;14;e;12;e;10;e;7;e;575;e;.;.;58,58;e;.;.
09478127;      Hochstadt a.Main;15;e;2;e;90;e;1;e;360;e;.;.;3,99;e;.;.
09478139;      Lichtenfels, St;33;e;21;e;165;e;26;e;10427;e;2211;e;63,24;e;86,26;e
09478143;      Marktgraitz, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09478144;      Marktzeuln, M;5;e;2;e;49;e;1;e;167;e;.;.;3,40;e;.;.
09478145;      Michelau i.OFr.;31;e;30;e;26;e;24;e;1274;e;.;.;49,08;e;.;.
09478155;      Redwitz a.d.Rodach;7;e;4;e;32;e;3;e;737;e;160;e;22,89;e;47,65;e
09478165;      Bad Staffelstein, St;21;e;15;e;35;e;23;e;3457;e;2961;e;99,93;e;130,59;e
09478176;      Weismain, St;18;e;4;e;51;e;4;e;338;e;173;e;6,64;e;46,18;e
09478444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09479;    Wunsiedel i.Fichtelgebirge (Lkr);125;e;86;e;172;e;84;e;4047;e;3045;e;23,52;e;36,07;e
09479111;      Bad Alexandersbad;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09479112;      Arzberg, St;7;e;4;e;9;e;3;e;129;e;87;e;13,71;e;32,29;e
09479126;      Höchstädt i.Fichtelgebirge;3;e;3;e;3;e;3;e;71;e;71;e;22,57;e;22,57;e
09479127;      Hohenberg a.d.Eger, St;5;e;2;e;4;e;1;e;112;e;.;.;28,31;e;.;.
09479129;      Kirchenlamitz, St;3;e;3;e;6;e;6;e;52;e;52;e;9,47;e;9,47;e
09479135;      Marktleuthen, St;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09479136;      Marktredwitz, GKSt;28;e;26;e;31;e;21;e;1245;e;.;.;40,82;e;.;.
09479138;      Nagel;3;e;3;e;2;e;2;e;70;e;70;e;28,31;e;28,31;e
09479145;      Röslau;1;e;-;-;1;e;-;-;.;.;-;-;.;.;-;-
09479147;      Schirnding, M;6;e;-;-;25;e;-;-;105;e;-;-;4,13;e;-;-
09479150;      Schönwald, St;4;e;4;e;5;e;5;e;144;e;144;e;26,69;e;26,69;e
09479152;      Selb, GKSt;16;e;14;e;23;e;15;e;640;e;.;.;28,41;e;.;.
09479158;      Thiersheim, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09479159;      Thierstein, M;1;e;1;e;3;e;3;e;.;.;.;.;.;.;.;.
09479161;      Tröstau;8;e;7;e;7;e;5;e;200;e;.;.;29,93;e;.;.
09479166;      Weißenstadt, St;5;e;4;e;11;e;6;e;342;e;.;.;32,16;e;.;.
09479169;      Wunsiedel, St;34;e;14;e;42;e;13;e;784;e;523;e;18,57;e;41,01;e
09479444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
095;  Mittelfranken;2833;e;2422;e;3880;e;2255;e;553679;e;454123;e;142,71;e;201,42;e
09561;    Ansbach (Krfr.St);36;e;30;e;94;e;57;e;7805;e;6100;e;82,69;e;107,30;e
09562;    Erlangen (Krfr.St);46;e;46;e;46;e;46;e;33891;e;33891;e;732,16;e;732,16;e
09563;    Fürth (Krfr.St);57;e;39;e;188;e;94;e;36710;e;23361;e;195,72;e;249,64;e
09564;    Nürnberg (Krfr.St);162;e;141;e;471;e;162;e;173273;e;136084;e;368,03;e;839,19;e
09565;    Schwabach (Krfr.St);30;e;24;e;33;e;25;e;6668;e;6218;e;204,75;e;249,81;e
09571;    Ansbach (Lkr);602;e;510;e;721;e;454;e;33382;e;27565;e;46,31;e;60,78;e
09571111;      Adelshofen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09571113;      Arberg, M;7;e;4;e;11;e;4;e;272;e;157;e;23,65;e;41,68;e
09571114;      Aurach;16;e;14;e;19;e;13;e;816;e;.;.;42,74;e;.;.
09571115;      Bechhofen, M;26;e;18;e;44;e;29;e;1410;e;1090;e;32,09;e;37,79;e
09571122;      Bruckberg;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09571125;      Buch a.Wald;3;e;3;e;4;e;4;e;86;e;86;e;21,75;e;21,75;e
09571127;      Burgoberbach;31;e;27;e;34;e;21;e;1833;e;1421;e;54,28;e;68,86;e
09571128;      Burk;8;e;6;e;6;e;5;e;177;e;.;.;30,08;e;.;.
09571130;      Colmberg, M;12;e;11;e;11;e;10;e;337;e;.;.;31,77;e;.;.
09571132;      Dentlein a.Forst, M;6;e;4;e;5;e;3;e;114;e;.;.;22,96;e;.;.
09571134;      Diebach;3;e;3;e;2;e;2;e;44;e;44;e;22,78;e;22,78;e
09571135;      Dietenhofen, M;18;e;17;e;22;e;10;e;1070;e;.;.;49,31;e;.;.
09571136;      Dinkelsbühl, GKSt;14;e;9;e;35;e;14;e;1363;e;344;e;39,18;e;24,07;e
09571137;      Dombühl, M;10;e;9;e;7;e;6;e;316;e;.;.;46,01;e;.;.
09571139;      Dürrwangen, M;13;e;13;e;9;e;9;e;366;e;366;e;40,37;e;40,37;e
09571141;      Ehingen;8;e;5;e;7;e;3;e;108;e;84;e;14,85;e;29,69;e
09571145;      Feuchtwangen, St;23;e;18;e;31;e;16;e;1158;e;753;e;37,48;e;48,17;e
09571146;      Flachslanden, M;9;e;7;e;15;e;6;e;318;e;.;.;21,02;e;.;.
09571152;      Gebsattel;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09571154;      Gerolfingen;4;e;4;e;4;e;4;e;129;e;129;e;28,93;e;28,93;e
09571155;      Geslau;7;e;7;e;7;e;7;e;173;e;173;e;23,53;e;23,53;e
09571165;      Heilsbronn, St;14;e;12;e;32;e;21;e;2027;e;.;.;64,25;e;.;.
09571166;      Herrieden, St;12;e;11;e;15;e;10;e;725;e;.;.;47,76;e;.;.
09571169;      Insingen;5;e;4;e;8;e;3;e;126;e;.;.;16,43;e;.;.
09571170;      Langfurth;4;e;4;e;3;e;3;e;69;e;69;e;21,15;e;21,15;e
09571171;      Lehrberg, M;4;e;1;e;12;e;0;e;147;e;.;.;12,15;e;.;.
09571174;      Leutershausen, St;11;e;8;e;10;e;8;e;539;e;528;e;52,60;e;67,02;e
09571175;      Lichtenau, M;6;e;4;e;5;e;2;e;296;e;.;.;64,03;e;.;.
09571177;      Merkendorf, St;19;e;19;e;15;e;15;e;1006;e;1006;e;66,21;e;66,21;e
09571178;      Mitteleschenbach;5;e;3;e;14;e;4;e;356;e;.;.;24,77;e;.;.
09571179;      Mönchsroth;3;e;2;e;1;e;1;e;38;e;.;.;33,99;e;.;.
09571180;      Neuendettelsau;11;e;10;e;8;e;7;e;863;e;.;.;104,74;e;.;.
09571181;      Neusitz;8;e;8;e;6;e;6;e;292;e;292;e;45,05;e;45,05;e
09571183;      Oberdachstetten;9;e;9;e;8;e;8;e;250;e;250;e;32,33;e;32,33;e
09571188;      Ohrenbach;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09571189;      Ornbau, St;4;e;4;e;3;e;3;e;167;e;167;e;57,43;e;57,43;e
09571190;      Petersaurach;14;e;13;e;10;e;8;e;1164;e;.;.;118,40;e;.;.
09571192;      Röckingen;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
